model,category,pair_slug,concat_variant,layer,negative,positive,positive_minus_negative
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__analytic_perspective__experiential_perspective,posneg,16,0.4844790420302348,0.5620739663396663,0.07759492430943155
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__analytic_perspective__experiential_perspective,posneg,17,0.48865339533775,0.5791473207095169,0.09049392537176693
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__analytic_perspective__experiential_perspective,posneg,18,0.4606913565406371,0.5537928809736846,0.09310152443304753
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__analytic_perspective__experiential_perspective,posneg,19,0.43592743461059,0.5344408260502994,0.09851339143970939
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__analytic_perspective__experiential_perspective,posneg,20,0.43080713312283797,0.5285404296019967,0.09773329647915868
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__analytic_perspective__experiential_perspective,posneg,21,0.42824001876668655,0.5215152793593042,0.09327526059261765
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__analytic_perspective__experiential_perspective,posneg,22,0.4308409122286556,0.5259063710860553,0.0950654588573997
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__analytic_perspective__experiential_perspective,posneg,23,0.40724776498612764,0.5028439709305508,0.09559620594442314
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__analytic_perspective__experiential_perspective,posneg,24,0.43722016270796255,0.5300702414620382,0.09285007875407564
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__analytic_perspective__experiential_perspective,posneg,25,0.5279850864215152,0.5829429791446669,0.05495789272315166
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__analytic_perspective__experiential_perspective,posneg,26,0.683876007236154,0.7095965110014049,0.025720503765250813
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__analytic_perspective__experiential_perspective,posneg,27,0.7589164172534696,0.7872573489502607,0.028340931696791083
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,0,0.9982859639070212,0.9978313536803975,-0.0004546102266236307
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,1,0.9974799933115104,0.9970047053435037,-0.00047528796800666573
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,2,0.9955809209930563,0.9949667570333489,-0.00061416395970737
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,3,0.9801908028765111,0.9749780841070664,-0.005212718769444624
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,4,0.9320873248072209,0.9263310437236089,-0.005756281083612036
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,5,0.8970980575999402,0.8877164143783328,-0.009381643221607394
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,6,0.8547244431941725,0.8447998703170889,-0.009924572877083593
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,7,0.8119546691452101,0.8070543370651754,-0.004900332080034708
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,8,0.7622823101476911,0.7552248166271072,-0.007057493520583935
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,9,0.7367938467084165,0.743766202857235,0.006972356148818526
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,10,0.707807165584671,0.7165633401085543,0.00875617452388322
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,11,0.7130892160744681,0.7111231616966813,-0.001966054377786741
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,12,0.6563067001737957,0.6341055327300634,-0.02220116744373224
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,13,0.650908533008053,0.6107150819119737,-0.0401934510960793
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,14,0.6668196876945143,0.6212816059202136,-0.04553808177430063
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,15,0.6493104385832027,0.5905590971896654,-0.058751341393537326
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,16,0.6276355102110053,0.5704489074945974,-0.05718660271640785
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,17,0.6336812907830349,0.5787029225416667,-0.05497836824136826
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,18,0.6177357252216367,0.5572999980900143,-0.060435727131622374
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,19,0.6069780419231897,0.5313685869202915,-0.07560945500289817
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,20,0.6023435531119276,0.5124361672108185,-0.08990738590110903
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,21,0.5937395221799144,0.5094249006961405,-0.08431462148377389
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,22,0.5926691363708878,0.5126765318175214,-0.07999260455336643
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,23,0.5814546313877336,0.49437433050308566,-0.08708030088464791
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,24,0.6019711292946814,0.5236463117822404,-0.07832481751244103
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,25,0.6646685178250991,0.5993645696531984,-0.06530394817190066
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,26,0.7704094328566409,0.7336030664204262,-0.03680636643621471
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,27,0.8289169079894525,0.7969695429283715,-0.03194736506108098
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,0,0.9983023261553262,0.9978285551805409,-0.0004737709747852925
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,1,0.9974948878236282,0.9969984725685169,-0.0004964152551112377
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,2,0.9955083457551688,0.9949919325650314,-0.0005164131901373992
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,3,0.9799405237650296,0.9746923409452916,-0.005248182819738045
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,4,0.9311004591401858,0.9249226609028005,-0.00617779823738529
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,5,0.8939605285240825,0.8839098887323575,-0.010050639791724936
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,6,0.8479214420628626,0.8372911647506737,-0.010630277312188907
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,7,0.8014299968651014,0.7963371431408559,-0.005092853724245505
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,8,0.7494338245206619,0.7432623297331581,-0.006171494787503784
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,9,0.7228193211247224,0.7315431933125103,0.008723872187787918
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,10,0.6929192585241669,0.7042834912906971,0.011364232766530202
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,11,0.7017244059525511,0.7020883153808587,0.0003639094283075517
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,12,0.6471801221526983,0.6412535390006817,-0.005926583152016551
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,13,0.6311999520523939,0.636538569843285,0.005338617790891176
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,14,0.643400771634936,0.6431876324784476,-0.00021313915648846216
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,15,0.6176660380628746,0.6178317533379049,0.00016571527503028705
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,16,0.6028367513813742,0.6022420578517091,-0.0005946935296650135
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,17,0.611057066684906,0.6066130137606714,-0.004444052924234554
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,18,0.5923603712116624,0.587962350979618,-0.004398020232044386
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,19,0.5738874831133859,0.5592682755691044,-0.014619207544281476
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,20,0.5642848027831253,0.5419875213622445,-0.022297281420880832
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,21,0.5458253705459875,0.5419623576591741,-0.003863012886813344
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,22,0.5425021841722423,0.5404895674630259,-0.002012616709216375
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,23,0.5301962122195849,0.5196692307675292,-0.010526981452055661
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,24,0.5511208558936486,0.542193849046357,-0.00892700684729153
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,25,0.6191078148046162,0.6096391852058834,-0.009468629598732736
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,26,0.7426095339379885,0.7384955120829079,-0.004114021855080585
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,27,0.8128245776103832,0.8041144834700681,-0.008710094140315094
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,0,0.9985307287217338,0.9977623568525433,-0.0007683718691904318
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,1,0.9976969602543729,0.9968516447420082,-0.0008453155123647749
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,2,0.9959492153167975,0.9946595590095747,-0.0012896563072227751
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,3,0.9800470733294039,0.9730240495797784,-0.00702302374962549
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,4,0.9316831268720432,0.9190881036296698,-0.012595023242373493
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,5,0.8942020092214443,0.8741346158793083,-0.02006739334213603
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,6,0.8403850610233854,0.8224850021266299,-0.0179000588967555
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,7,0.7871961780810963,0.7728865112337114,-0.014309666847384883
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,8,0.7283558960269816,0.7177562426275762,-0.010599653399405384
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,9,0.6971252458505167,0.7025022104781365,0.005376964627619829
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,10,0.6596387884629357,0.6786437817083432,0.019004993245407498
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,11,0.6598774640405193,0.6854967154437753,0.02561925140325605
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,12,0.6009449950528651,0.630991681577451,0.030046686524585864
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,13,0.5944399155972073,0.6304716094093845,0.03603169381217719
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,14,0.60267329886668,0.6363383467471437,0.03366504788046376
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,15,0.5756596008652356,0.6084013096600956,0.03274170879486005
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,16,0.5615170178511663,0.5864604401875961,0.024943422336429877
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,17,0.5785279346508099,0.5962274880544349,0.017699553403625057
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,18,0.5634879247077097,0.5760897914611657,0.012601866753455981
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,19,0.5415225405749233,0.5588072837323772,0.017284743157453875
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,20,0.5375694031343571,0.5410060568414939,0.003436653707136861
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,21,0.5334324716343,0.5344546445182072,0.0010221728839072686
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,22,0.53283131163886,0.5330350548624918,0.00020374322363181374
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,23,0.5246866581390458,0.5070792037154923,-0.017607454423553492
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,24,0.5635051357758598,0.5379149790125001,-0.02559015676335974
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,25,0.6242561735895089,0.603563256209862,-0.020692917379646958
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,26,0.7467473463448371,0.724115078153701,-0.022632268191136062
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,27,0.8122592188105139,0.7878762369767138,-0.024382981833800055
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,0,0.9985330088606292,0.9977582635415476,-0.0007747453190816156
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,1,0.9977001279002111,0.9968530035317236,-0.0008471243684875507
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,2,0.9957510237669923,0.9948200609586132,-0.000930962808379121
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,3,0.9794949821703608,0.9740223029563192,-0.005472679214041598
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,4,0.9315121212477969,0.9236028423151009,-0.007909278932695996
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,5,0.8942935856792321,0.8823783154189451,-0.011915270260287047
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,6,0.8433557081898952,0.8359254720372575,-0.007430236152637715
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,7,0.7916246950510458,0.7892907117280299,-0.0023339833230159313
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,8,0.7362042087466807,0.7376649930537847,0.0014607843071040572
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,9,0.7079460936274002,0.7244440997542881,0.0164980061268879
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,10,0.6715585919497116,0.7019406012814603,0.030382009331748727
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,11,0.6715589765897357,0.7051784432940505,0.033619466704314815
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,12,0.6076061915360305,0.6569079585644424,0.049301767028411936
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,13,0.5925994946717672,0.6614025588554729,0.06880306418370574
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,14,0.6016607216090253,0.662775758994616,0.061115037385590765
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,15,0.5644279480459731,0.6429066350714778,0.07847868702550476
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,16,0.5523931783369316,0.6190246263708267,0.06663144803389509
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,17,0.5706107667539929,0.6241920422464424,0.05358127549244951
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,18,0.5485260240790953,0.6051034626566003,0.05657743857750497
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,19,0.5212396298438489,0.5872228102574166,0.06598318041356777
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,20,0.5084472879398376,0.5713799125608583,0.06293262462102067
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,21,0.5007388232625037,0.5687556130638552,0.06801678980135151
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,22,0.5028879002699934,0.5679261825435115,0.06503828227351804
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,23,0.4858782076137514,0.553324807329942,0.06744659971619066
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,24,0.5252494768281789,0.5774982768657109,0.05224880003753196
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,25,0.5883931227044293,0.6367629724546341,0.04836984975020475
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,26,0.7276116998259765,0.7485521549061955,0.020940455080219023
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,27,0.7972039162368294,0.8031320827370445,0.005928166500215104
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,0,0.9980642506798655,0.9979753721907408,-8.887848912464413e-05
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,1,0.9972823784597789,0.997077614789894,-0.0002047636698848665
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,2,0.9954555852350037,0.9950092585761415,-0.0004463266588621284
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,3,0.9811826688770925,0.976234512627174,-0.004948156249918512
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,4,0.9340777614492762,0.9261346560521209,-0.00794310539715537
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,5,0.899050942150978,0.8849581650137597,-0.014092777137218349
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,6,0.8514917683274714,0.8434246827084657,-0.00806708561900571
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,7,0.8075512410475738,0.8099917291204445,0.0024404880728706724
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,8,0.756191800607148,0.7686833574290105,0.012491556821862537
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,9,0.7317500431171053,0.7581589017002891,0.02640885858318376
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,10,0.6979150038234875,0.7285947713749941,0.030679767551506587
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,11,0.6912939606918829,0.7175226113471844,0.026228650655301555
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,12,0.6304347775036555,0.648480634395439,0.018045856891783507
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,13,0.601920536541765,0.6067366885559945,0.004816152014229469
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,14,0.617201146739827,0.6104484374174443,-0.0067527093223826995
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,15,0.60395025496186,0.5826392907381464,-0.02131096422371359
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,16,0.5961703100660521,0.5638499186035816,-0.032320391462470566
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,17,0.6054884261716125,0.5904944420543111,-0.014993984117301351
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,18,0.5864001303548914,0.562415690053881,-0.023984440301010324
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,19,0.5500071041841831,0.5330473479531548,-0.0169597562310283
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,20,0.5477570647037304,0.530379514138386,-0.017377550565344402
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,21,0.5428041063272196,0.5141452025413706,-0.02865890378584901
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,22,0.5424747882357205,0.5079754807792438,-0.03449930745647667
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,23,0.5183440968430605,0.4906304326601203,-0.02771366418294019
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,24,0.5464717121442709,0.5266767728190115,-0.019794939325259442
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,25,0.6179840055255196,0.6002936414799942,-0.017690364045525375
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,26,0.7483159885342257,0.7390028845431202,-0.00931310399110541
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,27,0.8047012154118535,0.7990491436048944,-0.005652071806959036
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,0,0.9980792936100892,0.9979753856265293,-0.00010390798355985886
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,1,0.9972993711035711,0.99707855636628,-0.00022081473729118617
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,2,0.9954045177633953,0.9950815556980921,-0.000322962065303245
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,3,0.9809053195667254,0.9768766228736677,-0.004028696693057721
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,4,0.9331285233169504,0.9279181075993237,-0.005210415717626704
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,5,0.8984531753660125,0.8919826132816081,-0.006470562084404441
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,6,0.8534169373670619,0.8562432284481839,0.002826291081121979
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,7,0.8113415725260323,0.8271207588639523,0.01577918633791997
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,8,0.7636816949583239,0.7896090827582295,0.025927387799905555
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,9,0.7436583768970373,0.7836809944802541,0.04002261758321679
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,10,0.7147986650231611,0.7622170606199637,0.04741839559680261
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,11,0.7110277516679677,0.7507431564834692,0.03971540481550151
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,12,0.6415529916851692,0.6807250423852795,0.03917205070011032
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,13,0.5887582131694377,0.6550023656724698,0.06624415250303217
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,14,0.5970848401419668,0.6528088167120515,0.055723976570084655
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,15,0.5672952577120706,0.642523265389295,0.07522800767722448
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,16,0.5670665814859909,0.6159607998449627,0.048894218358971786
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,17,0.5776120957758836,0.6318252266012083,0.05421313082532475
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,18,0.5625820740110679,0.6073996007655337,0.04481752675446582
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,19,0.519220299372417,0.5747900050755991,0.05556970570318209
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,20,0.5149809611554389,0.5758329619186293,0.06085200076319042
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,21,0.5060752924750624,0.5626140165608161,0.05653872408575367
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,22,0.503194486874277,0.5604387567368488,0.057244269862571806
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,23,0.48128416420194386,0.5443865581456866,0.06310239394374273
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,24,0.5092783354405837,0.5777547459714938,0.06847641053091014
