category_key,category_name,pair_slug,concept_label,positive_concept,negative_concept,variant,statement_index,statement,success,hidden_layer,hidden_layer_index,tsne_1,tsne_2,source_space,hidden_dim,pca_components,perplexity
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,negpos,86,You don’t have to prove yourself to anyone.,0,27,28,32.172924,-3.9390163,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,negpos,87,Your thoughts are not always true.,0,27,28,26.144749,-12.177136,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,negpos,88,Love is a choice you make every day.,0,27,28,-21.67166,-70.94471,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,negpos,89,One small step can change everything.,1,27,28,-24.67287,-76.809456,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,negpos,90,Your perspective creates your reality.,1,27,28,-68.36169,33.84349,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,negpos,91,An apology without change is just manipulation.,1,27,28,-9.554516,-31.035866,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,negpos,92,Most people would rather be right than be happy.,0,27,28,11.587974,-35.077084,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,negpos,93,Who you surround yourself with shapes who you become.,0,27,28,-23.258694,111.629265,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,negpos,94,Gratitude turns what you have into enough.,0,27,28,78.5502,19.993559,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,negpos,95,Fear is a liar.,1,27,28,-21.461765,-71.88667,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,negpos,96,You don’t have to be ready to begin.,0,27,28,-25.57721,40.9432,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,negpos,97,Overthinking steals joy.,0,27,28,-21.462553,-63.230663,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,negpos,98,"The sun will rise again, no matter what.",1,27,28,-20.146973,-67.89796,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,negpos,99,You are allowed to take up space.,0,27,28,7.2225337,0.04475176,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,0,Your future self is watching your choices today.,0,27,28,43.116657,-12.21704,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,1,You don’t have to attend every argument you’re invited to.,0,27,28,-31.498589,77.871735,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,2,"Happiness is a side effect, not a goal.",1,27,28,-21.744043,-72.43067,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,3,The only way out is through.,1,27,28,-22.648859,-68.522446,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,4,Small daily choices shape your entire life.,1,27,28,-22.044624,-69.4119,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,5,Most things aren’t as important as they seem.,0,27,28,-23.050438,-65.320854,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,6,Comfort zones feel safe but keep you stuck.,1,27,28,-13.945762,-17.812859,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,7,Letting go is sometimes the best form of control.,1,27,28,-26.25981,1.8511689,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,8,Your opinion of yourself matters more than others’ opinions of you.,0,27,28,49.268387,-0.22042915,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,9,The fear of failure keeps more people stuck than failure itself.,0,27,28,-15.543443,-21.029474,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,10,You are not behind; you’re on your own timeline.,0,27,28,-79.48912,-52.168354,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,11,The quality of your life depends on the quality of your thoughts.,1,27,28,-21.770815,-72.4087,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,12,Everything you admire in others exists within you.,1,27,28,1.928184,-16.828707,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,13,Your ego is not your friend.,0,27,28,15.555661,-13.452035,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,14,Time reveals everything.,1,27,28,-24.987543,-62.907936,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,15,Nothing changes if nothing changes.,1,27,28,-6.288964,-59.45532,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,16,People don’t change until the pain of staying the same is greater than the pain of changing.,0,27,28,-21.96708,-66.1851,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,17,A beautiful life is built on ordinary moments.,0,27,28,-22.923796,-64.07727,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,18,"Most suffering comes from attachment, not circumstances.",0,27,28,-21.111284,-69.26825,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,19,People treat you how you let them.,1,27,28,-26.68114,-68.07365,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,20,Silence can be an answer.,1,27,28,-21.075233,-73.15961,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,21,Difficult conversations create deeper connections.,0,27,28,-21.125603,-73.03799,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,22,Your potential is limited by your willingness to grow.,0,27,28,-57.162952,-3.6314242,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,23,Everything you want is on the other side of fear.,0,27,28,-20.823135,-14.841501,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,24,Regret is a heavier burden than failure.,1,27,28,-14.564792,-24.578241,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,25,You don’t need to explain yourself to everyone.,0,27,28,-62.806965,60.391056,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,26,Perception is more powerful than reality.,1,27,28,-19.867226,-65.56583,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,27,"What you consume, consumes you.",1,27,28,-59.194702,94.24761,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,28,Most people settle because they fear uncertainty.,0,27,28,-12.651082,-21.69944,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,29,Your dreams won’t work unless you do.,1,27,28,-32.1048,53.272163,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,30,Peace is found in the present moment.,0,27,28,-21.063026,-73.66226,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,31,You don’t have to be perfect to be worthy.,0,27,28,-98.25508,-19.445341,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,32,A full schedule doesn’t mean a full life.,0,27,28,-2.5077064,-3.6831563,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,33,You can’t pour from an empty cup.,0,27,28,-82.75577,-6.2044935,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,34,People respect boundaries more than explanations.,1,27,28,-21.786049,-72.69971,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,35,"The more you seek approval, the less you feel it.",1,27,28,-23.415312,-66.321075,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,36,Hurt people hurt people.,0,27,28,-22.479393,-72.6917,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,37,You are more than your worst mistake.,0,27,28,-25.065369,22.264412,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,38,Confidence comes from keeping promises to yourself.,0,27,28,-21.393862,-70.88034,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,39,Your vibe attracts your tribe.,1,27,28,-86.69575,69.26518,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,40,Not everyone deserves access to you.,0,27,28,-12.969713,-64.81398,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,41,Growth feels like breaking before it feels like blooming.,0,27,28,-14.343039,-20.535809,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,42,Simplicity is often the key to clarity.,0,27,28,-19.794813,-60.371113,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,43,The right people make life lighter.,1,27,28,-14.477947,-65.11009,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,44,The hardest person to be honest with is yourself.,0,27,28,-20.022823,-63.798824,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,45,What you avoid now will control you later.,0,27,28,-72.32707,12.107358,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,46,Your environment shapes your mindset.,1,27,28,-29.447836,98.04205,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,47,Letting go of control brings more peace than holding on.,1,27,28,-24.51896,-6.476173,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,48,Your worth isn’t tied to your productivity.,0,27,28,-5.0387206,-10.344826,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,49,Sometimes the best answer is no answer.,0,27,28,5.5018682,-42.581932,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,50,What you think you lack is often already within you.,1,27,28,-105.125824,34.276276,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,51,The loudest voices aren’t always the wisest.,0,27,28,-23.071663,-73.76773,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,52,Not everything requires a reaction.,1,27,28,-0.11188692,-41.31224,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,53,Growth often looks like loss.,0,27,28,-22.437092,-74.18347,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,54,People believe what they want to believe.,1,27,28,-19.748623,-65.68345,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,55,A kind word can change someone’s entire day.,1,27,28,-15.932293,-64.19996,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,56,You are always teaching people how to treat you.,1,27,28,-112.16681,-2.347452,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,57,What you chase too hard tends to run away.,0,27,28,-89.293564,10.495231,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,58,Sometimes the wrong choice teaches you more than the right one.,0,27,28,-46.36764,46.69048,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,59,You don’t need closure to move on.,0,27,28,-15.885126,12.312202,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,60,The way people treat others says more about them than about you.,1,27,28,-11.040207,25.448097,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,61,"You can’t force inspiration, but you can invite it.",0,27,28,20.06122,-4.5453486,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,62,Joy is an act of resistance.,1,27,28,-21.845121,-73.87467,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,63,Most of what you fear never actually happens.,0,27,28,17.135803,10.084527,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,64,Every problem is an opportunity to grow.,0,27,28,-22.046907,-67.88076,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,65,The stories you tell yourself shape your reality.,1,27,28,-83.26561,36.809235,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,66,Holding a grudge is like drinking poison and expecting the other person to suffer.,1,27,28,-29.990978,11.886307,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,67,The best way to predict the future is to create it.,0,27,28,-17.957294,-67.82824,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,68,Saying “no” is a complete sentence.,1,27,28,0.039990146,-31.676628,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,69,Love without respect is just attachment.,1,27,28,-22.160986,-73.998436,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,70,There’s wisdom in stillness.,0,27,28,-22.356335,-61.917255,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,71,Letting people down is better than letting yourself down.,0,27,28,-8.2173605,-20.521246,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,72,You don’t have to win every battle to win the war.,0,27,28,-95.250694,-36.113693,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,73,The right path isn’t always the easiest one.,1,27,28,-23.26418,-70.25808,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,74,Healing isn’t linear.,1,27,28,-20.628513,-74.26262,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,75,Your body hears everything your mind says.,0,27,28,-40.039547,22.195652,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,76,"Most people listen to reply, not to understand.",1,27,28,-3.0741675,-25.419159,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,77,Discomfort is a sign that you’re growing.,0,27,28,-6.9819555,5.3088393,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,78,You can start over at any time.,0,27,28,-11.42902,-24.763931,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,79,Don’t make permanent decisions based on temporary emotions.,0,27,28,-70.514885,-65.37192,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,80,"The people who mind don’t matter, and the people who matter don’t mind.",1,27,28,-21.661572,-67.415054,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,81,A moment of patience can prevent a lifetime of regret.,1,27,28,10.529123,-28.310225,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,82,Not everyone deserves access to your energy.,0,27,28,-9.043605,-40.26858,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,83,It’s okay to change your mind.,1,27,28,-12.053846,-57.175037,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,84,Sometimes the best revenge is a happy life.,0,27,28,-11.605647,-63.103798,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,85,What you tolerate today will continue tomorrow.,0,27,28,-57.871613,21.911835,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,86,You don’t have to prove yourself to anyone.,0,27,28,32.178566,-3.8549707,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,87,Your thoughts are not always true.,1,27,28,26.146948,-12.270896,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,88,Love is a choice you make every day.,0,27,28,-21.878826,-71.28167,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,89,One small step can change everything.,1,27,28,-24.680803,-76.79049,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,90,Your perspective creates your reality.,1,27,28,-68.29931,33.474293,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,91,An apology without change is just manipulation.,0,27,28,-9.600553,-31.05843,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,92,Most people would rather be right than be happy.,1,27,28,11.472215,-35.063194,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,93,Who you surround yourself with shapes who you become.,0,27,28,-23.368267,111.6049,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,94,Gratitude turns what you have into enough.,0,27,28,78.934525,20.001158,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,95,Fear is a liar.,1,27,28,-21.627176,-71.980705,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,96,You don’t have to be ready to begin.,0,27,28,-25.538675,40.94556,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,97,Overthinking steals joy.,1,27,28,-21.465557,-63.23004,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,98,"The sun will rise again, no matter what.",0,27,28,-20.087307,-67.88806,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_cohesion__individual_autonomy,social-cohesion vs individual-autonomy,social-cohesion,individual-autonomy,posneg,99,You are allowed to take up space.,1,27,28,7.2789936,-0.056134824,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_equality__outcome_inequality_acceptance,social-equality vs outcome-inequality-acceptance,social-equality,outcome-inequality-acceptance,negpos,0,Your future self is watching your choices today.,0,27,28,40.164597,-11.497191,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_equality__outcome_inequality_acceptance,social-equality vs outcome-inequality-acceptance,social-equality,outcome-inequality-acceptance,negpos,1,You don’t have to attend every argument you’re invited to.,0,27,28,-33.893764,77.95557,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_equality__outcome_inequality_acceptance,social-equality vs outcome-inequality-acceptance,social-equality,outcome-inequality-acceptance,negpos,2,"Happiness is a side effect, not a goal.",0,27,28,-31.689028,-61.794327,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_equality__outcome_inequality_acceptance,social-equality vs outcome-inequality-acceptance,social-equality,outcome-inequality-acceptance,negpos,3,The only way out is through.,0,27,28,-32.086903,-63.607586,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_equality__outcome_inequality_acceptance,social-equality vs outcome-inequality-acceptance,social-equality,outcome-inequality-acceptance,negpos,4,Small daily choices shape your entire life.,1,27,28,-32.944935,-63.9251,hidden_state,3072,50,35
ideology,IDEOLOGY,ideology__social_equality__outcome_inequality_acceptance,social-equality vs outcome-inequality-acceptance,social-equality,outcome-inequality-acceptance,negpos,5,Most things aren’t as important as they seem.,1,27,28,-30.227386,-60.996506,hidden_state,3072,50,35
